Question,Answer
Khi tôi thanh toán nhầm mã phí bảo hiểm tôi cần làm gì để nhận lại tiền,Trong trường hợp khách hàng thanh toán nhầm Mã khách hàng của đơn vị bảo hiểm KH thực hiện tra soát tại quầy giao dịch Vietcombank sẽ liên hệ với đơn vị bảo hiểm để xác nhận thông tin Nếu đơn vị bảo hiểm xác nhận giao dịch thanh toán nhầm đồng ý hoàn trả VCB sẽ hoàn trả lại số tiền trên vào tài khoản khách hàng
Tôi phải làm gì khi gặp sự cố giao dịch không thành công tại ATM nhưng tài khoản vẫn bị trừ tiền rút tiền không thành công thanh toán hóa đơn không thành công chuyển tiền nhanh từ thẻ qua thẻ không thành công,Trong trường hợp Quý khách là chủ thẻ VCB gặp sự cố giao dịch không thành công tại ATM nhưng tài khoản bị trừ tiền Qúy khách có thể thực hiện tra soát với VCB qua các cách sau Tổng đài 1900545413 CNPGD VCB bất kì Truy cập ứng dụng Digibank chọn mục Tra soát trực tuyến Lập yêu cầu tra soátChọn hình thức giao dịch từ thẻ ghi nợ hoặc thẻ tín dụng
Tôi có phải trả phí khi thực hiện vấn tin tài khoản hoặc in chứng từ vấn tin tài khoản tại ATM hay không,Khi thực hiện giao dịch vấn tin tài khoản trên máy ATM của VCB Quý khách phải trả phí là 500 VNĐgiao dịch vấn tin tài khoản và 500 VNĐ giao dịch in sao kê in chứng từ vấn tin tài khoản Quý khách vui lòng xem chi tiết biểu phí thẻ ghi nợ nội địa VCB được cập nhậttại đây
Tôi có thể sử dụng thẻ Ghi nợ nội địa Vietcombank để rút tiền mặt bằng mã QR không,Bạn có thể sử dụng thẻ ghi nợ nội địa Vietcombank để thực hiện rút tiền mặt bằng mã QR rút tiền không cần sử dụng thẻ vật lý với điều kiện bạn đã đăng ký và sử dụng dịch vụ VCB Digibank của VCBVui lòng tham khảo các bước hướng dẫn thực hiện rút tiền mặt bằng mã QRtại đây
Tôi không muốn sử dụng thẻ Vietcombank trên ứng dụng Moca nữa thì làm thế nào,Nếu bạn không muốn tiếp tục sử dụng thẻ Vietcombank trên ứng dụng di động MOCA bạn có thểTự xóa thẻ đã liên kết trên Ứng dụng MOCA bằng cách truy cập mục Danh sách thẻ bên trong ứng dụng và xóa các thẻ Vietcombank đã liên kết trên Ứng dụng MOCA hoặcGọi Hotline của MOCA 1900 6923 đề nghị xóa khóa thông tin tài khoản người dùng MOCA của bạn hoặcGọi tới Hotline của VCB hoặc tới các chi nhánh VCB để đề nghị khóa chức năng thanh toán thẻ qua Ứng dụng MOCA
Tại sao các thẻ của tôi đã liên kết trên Ứng dụng MOCA lại bị chuyển sang trạng thái tạm thời bị khóa,Để tránh các trường hợp kẻ gian có thể xâm nhập vào tài khoản MOCA của bạn để thanh toán các thẻ đã liên kết trên Ứng dụng MOCA sẽ được chuyển sang trạng thái khóa tạm thời trong các trường hợp sauKhi bạn đổi điện thoạiKhi bạn nhập sai user password đăng nhập MOCA từ 5 lầnTrong các trường hợp này bạn sẽ cần nhập lại số thẻ và số OTP được VCB gửi đến số điện thoại đã đăng ký của bạn để xác thực lại thẻ hoặc liên hệ hotline VCB MOCA để được hỗ trợ
Tôi không nhận được OTP để liên kết thẻ tôi phải làm sao,Trong trường hợp này bạn cần kiểm tra các điểm sauĐiện thoại cài đặt Ứng dụng MOCA hoạt động bình thường có kết nối InternetBạn đã đăng ký SMS Banking với VCB Lưu ý OTP sẽ được gửi đến số điện thoại đã được bạn đăng ký nhận OTP từ VCBĐiện thoại gắn SIM đăng ký nhận OTP hoạt động bình thườngNếu không được bạn có thể gọi số Hotline của MOCA 1900 6923 hoặc Hotline của VCB 1900 545413 để được hỗ trợ thêm
Tôi đã thực hiện thanh toán trên Ứng dụng MOCA thành công và đã có tin nhắn thông báo trừ tiền từ VCB nhưng người bán hàng nói rằng không nhận được thông tin thanh toán của tôi tôi phải làm sao,Trong trường hợp này bạn hãy đề nghị người bán hàng kiểm tra lại và gọi tới hotline MOCA số 1900 6923 để được hỗ trợ
Khi điện thoại di động bị mất thất lạc hư hỏng hoặc phát hiện nghi ngờ có hiện tượng truy cập trái phép vào Ứng dụng MOCA hoặc nghi ngờ thông tin tài khoản của Người dùng không còn bảo mật tôi nên làm gì,Bạn cần thông báo ngay lập tức cho VCB qua số hotline 1900 545413 hoặc số hotline MOCA 1900 6923 để khóa thẻ khóa người dùng user trên Ứng dụng MOCA vàhoặc khóa thẻ trên toàn bộ các kênh giaodịch nếu cần
Quy định về cách thức xác thực giao dịch thẻ VCB trên ứng dụng MOCA như thế nào,a Giao dịch liên kết thẻ VCB vào ứng dụng MOCAcần nhập mã OTP do VCB gửi qua SMS đến số điện thoại đăng ký nhận SMS OTP của khách hàng tại VCBb Giao dịch thanh toán thẻ VCB trên ứng dụng MOCAVới giao dịch trên 1000000VNĐ cần nhập mã OTP do VCB gửi qua SMS đến số điện thoại đăng ký nhận SMS OTP của khách hàng tại VCBVới giao dịch dưới hoặc bằng 1000000 VNĐ không yêu cầu xác thực  Yêu cầu về cách thức xác thực có thể thay đổi theo chính sách của Ứng dụng Moca từng thời kỳ
Tối đa 1 ngày tôi có thể sử dụng dịch vụ thanh toán thẻ VCB MOCA để thanh toán hàng hóa dịch vụ bao nhiêu lần hạn mức bao nhiêu,Dịch vụ thanh toán thẻ VCB  MOCA không giới hạn số lần sử dụng tuy nhiên để đảm bảo an toàn chúng tôi có đưa ra một số hạn mức thanh toán như saua Hạn mức thẻVới thẻ ghi nợ nội địaTối đa 5000000 VNDgiao dịchthẻ và 5000000 VNDngàythẻNếu muốn nâng hạn mức thanh toán trên Ứng dụng Moca Chủ thẻ cần phải thực hiện nâng hạn mức thanh toán trên MOCA tại ATM của VCB theo quy định Sau khi nâng hạn mức thành công hạn mức thanh toán tối đa của thẻ ghi nợ nội địa VCB trên Ứng dụng MOCA là tối đa 10000000 VNDgiao dịchthẻ và 10000000 VNDngàythẻVới thẻ ghi nợ quốc tế và thẻ tín dụng quốc tếHạn mức thanh toán mặc định tối đa 10000000 VNDgiao dịch thẻ và 10000000 VNDngàythẻb Hạn mức chủ thẻTổng hạn mức thanh toán tối đa trên Ứng dụng MOCA của một Chủ thẻ là tổng hạnmức thanh toán của tất cả các thẻ VCB đã được Chủ thẻ cài đặt vào Ứng dụng MOCA là tối đa 20000000 VNDchủ thẻngàyLưu ý Các hạn mức trên cóthểđược VCB thay đổi theo từng thời kỳ
Tôi có thể liên kết những loại thẻ nào của VCB trên Ứng dụng MOCA,Hiện tại bạn có thể liên kết thẻ ghi nợ  nội địa thẻ ghi nợ quốc tế thẻ tín dụng quốc tế do VCB phát hành trên Ứng dụng MOCA Cần đảm bảo thẻ có gắn với tài khoản thanh toán VNĐ
Tôi có thể liên kết bao nhiêu thẻ VCB trên Ứng dụng MOCA,Chúng tôi không giới hạn số lượng thẻ liên kết trên Ứng dụng MOCA nhưng mỗi thẻ chỉ được liên kết với 1 người dùng
Tôi muốn sử dụng Dịch vụ thanh toán thẻ qua di động VCB  MOCA tôi phải đăng ký như thế nào,Để sử dụng Dịch vụ bạn cầnĐảm bảo bạn đã đăng ký số điện thoại tại VCB để nhận SMS OTP cần đăng ký sử dụng dịch vụ SMS BankingDigiBank của VCBTải Ứng dụng Moca liên kết thẻ VCB vào ứng dụng  chấp nhận các điều kiện điều khoản sử dụng Dịch vụ thanh toán thẻ qua di động VCB  MOCA của VCBĐối với thẻ ghi nợ nội địa trong trường hợp bạn muốn thanh toán trên Ứng dụng MOCA với hạn mức cao hơn hạn mức mặc định 5000000 VNDgiao dịchthẻ và 5000000 VNDngàythẻ bạn phải thực hiện đăng ký nâng hạn mức thanh toán trên MOCA tại ATM VCB
Tôi không sử dụng thẻ nhưng lại nhận được tin nhắn báo phát sinh giao dịch Tôi cần phải làm gì Tôi có thể nhận lại số tiền đã phát sinh không, Quý khách thực hiện khóa thẻ khẩn cấp theo các cách sau 1 Gửi SMS đến tổng đài 6167 2 VCB Digibank trên ứng dụng mobile 3 VCB Digibank trên trình duyệt web4 Hệ thống khóa thẻ tự động IVR qua tổng đài 1900545413  5 Điện thoại hotline 247 số 1900545413 6 Tại các điểm giao dịch Vietcombank Chi tiếttại đây Liên hệ Hotline 1900545413 hoặc đến PGDCN gần nhất của VCB để thực hiện tra soát giả mạo Thực hiện 1 giao dịch tại POSATM gần nhất để chứng minh Quý khách vẫn đang cầm thẻ VCB sẽ thực hiện tra soát theo đúng quy định của VCBTCCMTTCTQT và sẽ hoàn lại tiền cho khách hàng nếu có đầy đủ chứng từ chứng minh Quý khách không thực hiện giao dịch
Tôi phải làm gì khi gặp sự cố rút tiền không thành công tài khoản bị trừ tại máy ATM,Trong trường hợp Quý khách là chủ thẻ VCB gặp sự cố rút tiền không thành công tài khoản bị trừ tiền tại máy ATM Qúy khách vui lòng liên hệ với VCB để thực hiện tra soát theo 1  trong các hình thức sau Lập  yêu cầu tra soát trực tuyến trên VCB Digibank đối với KHCN đang sử dụng VCB Digibank Lập yêu cầu tra soát tại các điểm giao dịch của Vietcombank trên toàn quốc Liên hệ Trung tâm hỗ trợ khách hàng của Vietcombank theo số hotline 247 là 1900545413 để được hướng dẫn và hỗ trợ
Tôi nhận được tin nhắn thông báo khi giao dịch thẻ tín dụng là hạn mức khả dụng tạm tính Giải thích giúp tôi,Để giúp Quý khách nắm được thông tin hạn mức có thể sử dụng trong trường hợp khách hàng KH có nhiều thẻ tín dụng tại VCB và các thẻ này có hạn mức liên thông VCB gửi thông tin đến KH hạn mức khả dụng tạm tính là hạn mức còn lại mà KH có thể sử dụngVí dụ Khách hàng được VCB cấp hạn mức 100 triệu VNĐ để phát hành thẻ tín dụng trong đó có 01 thẻ Visa Platinum hạn mức 100 triệu và 01 thẻ JCB gold hạn mức 70 triệu KH đã tiêu thẻ Visa 50 triệu VNDàhạn mức khả dụng là 50 triệu VND Khi KH tiêu tiếp bằng thẻ JCB 5 triệu VNDàhạn mức khả dụng là 45 triệu mặc dù thẻ JCB có hạn mức ban đầu là 75 triệu và KH mới sử dụng 5 triệu trên thẻ này
Tôi nhận thẻ tín dụngghi nợ nhưng không sử dụng được tại ATM tôi không biết nguyên nhân vì sao,Khách hàng nhận được Thẻ mới phát hành nhưng không sử dụng được có thể do các nguyên nhân và hướng xử lý như sau1 Thẻ chưa được mở khóachưa được kích hoạt Để kích hoạt thẻ Quý khách có thể thực hiện theo một trong các hướng dẫn sau Nhắn tin SMS đến tổng đài 6167 theo cú pháp VCBdấu cáchKHT6 số đầu của thẻ cần kích hoạtba dấu  chấm3 số cuối của thẻ cần kích hoạt Ví dụ VCB KHT 412975123Hoặc soạn VCB HELP hoặc HELP KHT gửi 6167 để được hướng dẫn Đăng nhập VCB Digibank tại mục Dịch vụ Thẻ chọn tính năng Kích hoạt thẻ Liên  hệ chi nhánh phát hành thẻ 2 Nhập sai số PIN đã được NH cấp lần đầu Quý khách kiểm tra và nhập đúng số PIN đã được cung cấp3 Thẻ bị lỗi vật lý hoặc bị lỗi trong quá trình bảo quản thẻ của KH Quý khách liên hệ CN phát hành thẻTTDVKH để được hỗ trợ và phát hành lại thẻ
KH là chủ thẻ ghi nợ quốc tế VCB phát hành KH phải làm gì khi gặp sự cố giao dịch không thành công tại máy ATM nhưng tài khoản thanh toán gắn với thẻ vẫn bị trừ tiền bị khoanh giữ,Trong trường hợp Quý khách là chủ thẻ VCB gặp sự cố tại máy ATM giao dịch không thành công tài khoản thẻ vẫn bị trừ tiền  Qúy khách vui lòng liên hệ qua tổng đài 1900545413 hoặc CNPGD VCB gần nhất để thực hiện tra soát
Khách hàng là chủ thẻ Ngân hàng khác phát hành KH phải làm gì khi gặp sự cố giao dịch không thành công tại máy ATM của VCB nhưng tài khoản thẻ vẫn bị trừ tiền,Trong trường hợp quý khách hàng là chủ thẻ Ngân hàng khác phát hành gặp sự cố tại máy ATM của VCB giao dịch không thành công nhưng tài khoản vẫn bị trừ tiền đề nghị Quý khách liên hệ với NHPH thẻ của mình để làm tra soát
Tôi bị quên mã PIN thẻ của mình tôi phải làm thế nào để được cấp lại PIN,1 Trường hợp thẻ của khách hàng chưa bị khóaKhách hàng có thể chủ động cấp lại mật khẩu thẻ trên ứng dụng Digibank  Dịch vụ thẻ  Dịch vụ thẻ khác  Tạo mớiĐổi mã PIN và lựa chọn thông tin2 Trường hợp thẻ của khách hàng đã bị khóa do nhập sai mã Pin 3 lần hoặc khách hàng không đăng ký sử dụng ứng dụng DigibankQuý khách vui lòng mang chứng minh thư tới điểm giao dịch VCB gần nhất để được phục vụ
Khi thực hiện giao dịch tại ATM của VCB tôi thấy ATM có dấu hiệu bị phá hoại mất thiết bị che bàn phím khe đọc thẻ kẹt tôi phải làm gì,Trường hợp Quý khách nhận thấy ATM có dấu hiệu bất thường Quý khách vui lòng ngừng giao dịch và hỗ trợ thông báo ngay cho VCB thông qua tổng đài 1900545413 đối với khách hàng thường hoặc 18001565 đối với KH ưu tiên hoặc CNPGD VCB gần nhất
Khi bị mất thẻ tôi có thể báo khóa thẻ qua VCB thông qua những hình thức nào,Cách 1 Gửi tin nhắn SMS tới tổng đài 6167 theo cú pháp VCB KT TOANBO khóa toàn bộ thẻ tại VCB VCB KT VISA           khóa toàn bộ thẻ tại VCB VCB KT MASTER      khóa toàn bộ thẻ tại VCB VCB KT AMEX          khóa toàn bộ thẻ tại VCB VCB KT JCB              khóa toàn bộ thẻ tại VCB VCB KT UNIONPAY  khóa toàn bộ thẻ tại VCB VCB KT NOIDIA       khóa toàn bộ thẻ tại VCBLưu ý Trường hợp không nhớ cú pháp cụ thể KH soạn tin nhắn theo cú pháp VCB HELP gửi đên tổng đài 6167 để được hướng dẫnCách 2Truy cập ứng dụng VCB Digibank  mục Dịch vụ thẻ Dịch vụ thẻ khác Khóa thẻCách 3 Đăng nhập VCB Digibank trên trình duyệt web mục Dịch vụ thẻ  Dịch vụ thẻ khác Khóa thẻ tạm thờiCách 4 Khách hàng gọi điện đến tổng đàim 1900545413 nhấn phím 1111 và làm theo hướng dẫnCách 5Khách hàng gọi điện đến tổng đài 1900545413  Kết nối với nhân viên trực và yêu cầu khóa thẻCách 6 Khách hàng trực tiếp ra các điểm giao dịch của Vietcombank để yêu cầu khóa thẻ
Tôi phải làm gì khi gặp sự cố rút tiền không thành công tại máy ATM,KH liên hệ với Tổng đài 1900545413 hoặc CNPGD VCB bất kì để được hỗ trợ
VCB có quy định hạn mức đối với các loại giao dịch được thực hiện trên ATM hay không Hạn mức đó là bao nhiêu,VCB có quy định đối với các giao dịch trên máy ATM gồm hạn mức rút tiền mặt hạn mức chuyển khoản hạn mức chuyển tiền liên ngân hàng qua thẻ phụ thuộc vào từng loại thẻ Cụ thể như sau1 Đối với thẻ ghi nợ nội địa Vietcombank Connect 24 Hạn mức giao dịch trên ATM được quy địnhtại đây2 Đối với thẻ ghi nợ quốc tế Visa Platinum được quy địnhtại đây3 Đối với các thẻ ghi nợ quốc tế khác được quy địnhtại đây4 Đối với thẻ tín dụng quốc tế Hạn mức rút tiền mặt là 100 hạn mức tín dụng được cấp và tối đa 10 triệu VNĐ giao dịch Đối với rút tiền mặt tại nước ngoài hạn mức tối đa 1 ngày là 30 triệu VNĐ
Tôi phải làm gì khi gặp sự cố giao dịch không thành công tại ATM nhưng tài khoản vẫn bị trừ tiền rút tiền không thành công thanh toán hóa đơn không thành công chuyển tiền nhanh từ thẻ qua thẻ không thành công,Trong trường hợp Quý khách là chủ thẻ VCB gặp sự cố giao dịch không thành công tại ATM nhưng tài khoản bị trừ tiền Qúy khách có thể thực hiện tra soát với VCB qua các cách sau Tổng đài 1900545413 CNPGD VCB bất kì Truy cập ứng dụng Digibank chọn mục Tra soát trực tuyến Lập yêu cầu tra soátChọn hình thức giao dịch từ thẻ ghi nợ hoặc thẻ tín dụng
Tôi không muốn sử dụng thẻ Vietcombank trên ứng dụng Moca nữa thì làm thế nào,Nếu bạn không muốn tiếp tục sử dụng thẻ Vietcombank trên ứng dụng di động MOCA bạn có thểTự xóa thẻ đã liên kết trên Ứng dụng MOCA bằng cách truy cập mục Danh sách thẻ bên trong ứng dụng và xóa các thẻ Vietcombank đã liên kết trên Ứng dụng MOCA hoặcGọi Hotline của MOCA 1900 6923 đề nghị xóa khóa thông tin tài khoản người dùng MOCA của bạn hoặcGọi tới Hotline của VCB hoặc tới các chi nhánh VCB để đề nghị khóa chức năng thanh toán thẻ qua Ứng dụng MOCA
Tại sao các thẻ của tôi đã liên kết trên Ứng dụng MOCA lại bị chuyển sang trạng thái tạm thời bị khóa,Để tránh các trường hợp kẻ gian có thể xâm nhập vào tài khoản MOCA của bạn để thanh toán các thẻ đã liên kết trên Ứng dụng MOCA sẽ được chuyển sang trạng thái khóa tạm thời trong các trường hợp sauKhi bạn đổi điện thoạiKhi bạn nhập sai user password đăng nhập MOCA từ 5 lầnTrong các trường hợp này bạn sẽ cần nhập lại số thẻ và số OTP được VCB gửi đến số điện thoại đã đăng ký của bạn để xác thực lại thẻ hoặc liên hệ hotline VCB MOCA để được hỗ trợ
Tôi không nhận được OTP để liên kết thẻ tôi phải làm sao,Trong trường hợp này bạn cần kiểm tra các điểm sauĐiện thoại cài đặt Ứng dụng MOCA hoạt động bình thường có kết nối InternetBạn đã đăng ký SMS Banking với VCB Lưu ý OTP sẽ được gửi đến số điện thoại đã được bạn đăng ký nhận OTP từ VCBĐiện thoại gắn SIM đăng ký nhận OTP hoạt động bình thườngNếu không được bạn có thể gọi số Hotline của MOCA 1900 6923 hoặc Hotline của VCB 1900 545413 để được hỗ trợ thêm
Tôi đã thực hiện thanh toán trên Ứng dụng MOCA thành công và đã có tin nhắn thông báo trừ tiền từ VCB nhưng người bán hàng nói rằng không nhận được thông tin thanh toán của tôi tôi phải làm sao,Trong trường hợp này bạn hãy đề nghị người bán hàng kiểm tra lại và gọi tới hotline MOCA số 1900 6923 để được hỗ trợ
Khi điện thoại di động bị mất thất lạc hư hỏng hoặc phát hiện nghi ngờ có hiện tượng truy cập trái phép vào Ứng dụng MOCA hoặc nghi ngờ thông tin tài khoản của Người dùng không còn bảo mật tôi nên làm gì,Bạn cần thông báo ngay lập tức cho VCB qua số hotline 1900 545413 hoặc số hotline MOCA 1900 6923 để khóa thẻ khóa người dùng user trên Ứng dụng MOCA vàhoặc khóa thẻ trên toàn bộ các kênh giaodịch nếu cần
Quy định về cách thức xác thực giao dịch thẻ VCB trên ứng dụng MOCA như thế nào,a Giao dịch liên kết thẻ VCB vào ứng dụng MOCAcần nhập mã OTP do VCB gửi qua SMS đến số điện thoại đăng ký nhận SMS OTP của khách hàng tại VCBb Giao dịch thanh toán thẻ VCB trên ứng dụng MOCAVới giao dịch trên 1000000VNĐ cần nhập mã OTP do VCB gửi qua SMS đến số điện thoại đăng ký nhận SMS OTP của khách hàng tại VCBVới giao dịch dưới hoặc bằng 1000000 VNĐ không yêu cầu xác thực  Yêu cầu về cách thức xác thực có thể thay đổi theo chính sách của Ứng dụng Moca từng thời kỳ
Tối đa 1 ngày tôi có thể sử dụng dịch vụ thanh toán thẻ VCB MOCA để thanh toán hàng hóa dịch vụ bao nhiêu lần hạn mức bao nhiêu,Dịch vụ thanh toán thẻ VCB  MOCA không giới hạn số lần sử dụng tuy nhiên để đảm bảo an toàn chúng tôi có đưa ra một số hạn mức thanh toán như saua Hạn mức thẻVới thẻ ghi nợ nội địaTối đa 5000000 VNDgiao dịchthẻ và 5000000 VNDngàythẻNếu muốn nâng hạn mức thanh toán trên Ứng dụng Moca Chủ thẻ cần phải thực hiện nâng hạn mức thanh toán trên MOCA tại ATM của VCB theo quy định Sau khi nâng hạn mức thành công hạn mức thanh toán tối đa của thẻ ghi nợ nội địa VCB trên Ứng dụng MOCA là tối đa 10000000 VNDgiao dịchthẻ và 10000000 VNDngàythẻVới thẻ ghi nợ quốc tế và thẻ tín dụng quốc tếHạn mức thanh toán mặc định tối đa 10000000 VNDgiao dịch thẻ và 10000000 VNDngàythẻb Hạn mức chủ thẻTổng hạn mức thanh toán tối đa trên Ứng dụng MOCA của một Chủ thẻ là tổng hạnmức thanh toán của tất cả các thẻ VCB đã được Chủ thẻ cài đặt vào Ứng dụng MOCA là tối đa 20000000 VNDchủ thẻngàyLưu ý Các hạn mức trên cóthểđược VCB thay đổi theo từng thời kỳ
Tôi có thể liên kết những loại thẻ nào của VCB trên Ứng dụng MOCA,Hiện tại bạn có thể liên kết thẻ ghi nợ  nội địa thẻ ghi nợ quốc tế thẻ tín dụng quốc tế do VCB phát hành trên Ứng dụng MOCA Cần đảm bảo thẻ có gắn với tài khoản thanh toán VNĐ
Tôi có thể liên kết bao nhiêu thẻ VCB trên Ứng dụng MOCA,Chúng tôi không giới hạn số lượng thẻ liên kết trên Ứng dụng MOCA nhưng mỗi thẻ chỉ được liên kết với 1 người dùng
Tôi muốn sử dụng Dịch vụ thanh toán thẻ qua di động VCB  MOCA tôi phải đăng ký như thế nào,Để sử dụng Dịch vụ bạn cầnĐảm bảo bạn đã đăng ký số điện thoại tại VCB để nhận SMS OTP cần đăng ký sử dụng dịch vụ SMS BankingDigiBank của VCBTải Ứng dụng Moca liên kết thẻ VCB vào ứng dụng  chấp nhận các điều kiện điều khoản sử dụng Dịch vụ thanh toán thẻ qua di động VCB  MOCA của VCBĐối với thẻ ghi nợ nội địa trong trường hợp bạn muốn thanh toán trên Ứng dụng MOCA với hạn mức cao hơn hạn mức mặc định 5000000 VNDgiao dịchthẻ và 5000000 VNDngàythẻ bạn phải thực hiện đăng ký nâng hạn mức thanh toán trên MOCA tại ATM VCB
Thẻ của tôi có thể vô tình thực hiện giao dịch không tiếp xúc nếu tôi đi qua thiết bị đọc thẻ không tiếp xúc không,Không Thiết bị đọc thẻ và thẻ cần phải ở khoảng cách rất gần dưới 4cm hơn thế nữa thẻ cần đặt đúng vị trí để đọc thông tin trên thiết bị và cần phải giữ trong vài giây để xác nhận thông tin
Thẻ không tiếp xúc có an toàn không,Có Thanh toán không tiếp xúc sử dụng công nghệ chip mã hóa bảo mật và an toàn như các thẻ Chip thông thường Bên cạnh đó thẻ không tiếp xúc còn có phần an toàn hơn so với thẻ Chip thông thường do bạn sẽ không cần đưa thẻ của mình cho nhân viên bản hàng mà chủ động thực hiện chạm để thanh toán tại thiết bị thanh toán thẻ sẽ không bao giờ rời khỏi tay bạn và các thông tin trên thẻ hoàn toàn được bảo mậtĐể thực hiện thanh toán thẻ không tiếp xúc cần được đặt tại cự ly gần dưới 4 cm với thiết bị chấp nhận thẻ và cần được đặt đúng vị trí đọc thẻ không tiếp xúc trên thiết bị
Tôi nên đặt thẻ không tiếp xúc cách thiết bị chấp nhận thẻ bao xa,Bạn nên đặt thẻ của bạn cách thiết bị chấp nhận thẻ tối đa trong khoảng 4cm để thực hiện thanh toán Ngân hàng khuyến cáo các bạn nên đặt thẻ trực tiếp lên vị trí có biểu tượng của thiết bị chấp nhận thẻ và giữ trong vài giây cho đến khi giao dịch hoàn thành
Tôi có thể sử dụng thẻ không tiếp xúc tại các thiết bị chấp nhận thẻ không có biểu tượng không tiếp xúc được không,Có Bạn vẫn có thể sử dụng thẻ không tiếp xúc tại các thiết bị chấp nhận thẻ tiếp xúc thông thường bằng cách quẹt thẻ đưa thẻ vào khe đọc thẻ như các sản phẩm thẻ Chip thông thường khác
Tôi có thể thực hiện thanh toán không tiếp xúc ở đâu,Bất cứ điểm chấp nhận thẻ nào có biểu tượng không tiếp xúc bạn chỉ cần chạm vẫy nhẹ để thanh toán Điểm chấp nhận thẻ không tiếp xúc thường bao gồm nhà hàng ăn nhanh siêu thị cửa hàng tiện lợi cửa hàng café cây xăng nhà thuốcHiện tại một số Đơn vị chấp nhận thẻ của VCB đã chấp nhận thanh toán thẻ không tiếp xúc như CGV Starbuck Highlands BigCtại các điểm giao dịch đã được trang bị thiết bị chấp nhận thẻ không tiếp xúc
Tôi có cần bảo quản thẻ không tiếp xúc như thế nào,Bạn cần bảo quản thẻ không tiếp xúc như với bất kỳ thẻ tín dụng và ghi nợ khác Đảm bảo Thẻ không tiếp xúc nằm trong tầm kiểm soát của mình và ở nơi an toànKhông đặt Thẻ không tiếp xúc ở cự ly gần với thiết bị không tiếp xúcThực hiện các biện pháp cần thiết để ngăn ngừa các giao dịch Thẻ không tiếp xúc phát sinh ngoài ý muốn khi Thẻ vẫn nằm trong dụng cụ đựng thẻ của Chủ thẻThường xuyên kiểm tra các tin nhắn thông báo giao dịch của Ngân hàng để kiểm tra số tiền đã thanh toán qua Thẻ đồng thời có trách nhiệm thông báo ngay cho NH qua Hotline 247 hoặc các Chi nhánh PGD của Ngân hàng khi phát sinh Giao dịch thẻ không tiếp xúc ngoài ý muốn
Vì sao một số giao dịch thẻ không tiếp xúc không cần ký nhập PIN,Để gia tăng sự tiện ích đơn giản và thuận tiện của thẻ không tiếp xúc những cửa hàng chấp nhận thiết bị chấp nhận thẻ không tiếp xúc sẽ không yêu cầu bạn ký nhập PIN cho các giao dịch có giá trị nhỏ từ 1 triệu VNĐ trở xuống1 Tuy nhiên để bảo vệ bạn các khoản mua sắm trên 1 triệu VNĐ bạn sẽ được yêu cầu ký hoặc nhập mã PINHạnmứcnày có thể thay đổi theo từng thời kỳ theo quy định của Ngân hàng Nhà nước các Tổ chức Thẻ quốc tế Tổ chức chuyển mạch thẻ vahoặc Ngân hàng
Vì sao tôi nên sử dụng thẻ không tiếp xúc,Thanh toán không tiếp xúc có nhiều lợi íchTính năng giúp bạn thanh toán nhanh hơn so với việc bạn chi trả bằng tiền mặt hoặc thực hiện đưa thẻ cho người bán hàng thanh toán theo phương thức tiếp xúcĐối với các giao dịch giá trị thấp bạn không cần thực hiện ký hóa đơn hoặc nhập mã PIN chỉ cần chạm để thanh toán và hoàn thành giao dịchBạn sẽ chủ động kiểm soát vì thẻ không tiếp xúc không bao giờ rời khỏi tay bạn khi thanh toánBạn có thể lưu giữ hóa đơn thanh toán thẻ của các khoản mua sắm của bạn hiệu quả hơn so với khi dùng tiền mặtSử dụng nhanh và lý tưởng tại những nơi cần thanh toán nhanh như cửa hàng cafe nhà hàng đồ ăn nhanh cây xăng và nhiều nơi khác mà trước đây bạn thường thanh toán bằng tiền mặt
Làm sao tôi biết thẻ của tôi có phải thẻ không tiếp xúc không,Nếu thẻ bạn là thẻ không tiếp xúc tại mặt trước của thẻ sẽ có biểu tượng không tiếp xúc
Thẻ không tiếp xúc là gì,Thẻ Vietcombank không tiếp xúc là công nghệ thẻ mang đến cho khách hàng sự tiện lợi và đơn giản khi thanh toán hàng hóa dịch vụ Để thực hiện giao dịch không tiếp xúc chỉ cần chạm hoặc vẫy nhẹ thẻ của bạn lên thiết bị chấp nhận thẻ có biểu tượng không tiếp xúc Bạn sẽ không cần nhập PIN hoặc ký tên với các giao dịch giá trị nhỏ
Thế nào là thẻ chip Đâu là điểm khác biệt giữa thẻ chip và thẻ băng từ Thẻ Vietcombank hiện là thẻ chip hay thẻ từ,Thẻ chip còn được gọi là thẻ thông minh Thẻ có gắn một vi mạch trên bề mặt thẻ và đây là điểm khác biệt cơ bản giữa thẻ chip và thẻ băng từ Thẻ chip vẫn có một dải băng từ ở mặt sau tấm thẻ Hiện Vietcombank phát hành cả thẻ chip và thẻ từ tuy nhiên hầu hết các dòng thẻ của Vietcombank đang phát hành là thẻ chip nên có tính bảo mật cao nhất
Thẻ tín dụng công ty của Vietcombank có thẻ phụ không,Do đặc tính thẻ dành riêng cho công vụ vì vậy chúng tôi không cung cấp thẻ phụ cho thẻ tín dụng doanh nghiệp
